GEOID,total_area_km2
21151,1148.0170546606305
21231,1253.8859884731417
51191,1466.5637878981993
24025,1168.8456562474419
24015,975.6261025895616
37089,971.0423479898235
37027,1229.2156364413902
37133,2075.513041616523
37067,1067.9718286208079
37193,1958.7939959330627
37111,1153.4340799244007
37117,1182.8980229612553
37059,690.4402299112617
37103,1226.8619191813066
32015,14295.846500073554
28047,1524.6377771621444
28029,2018.6290624963583
28011,2351.8624096449967
28033,1283.9126016660503
28103,1813.3493073807542
28083,1570.487184304881
28137,1064.474135506506
48311,2995.5678388961296
16043,4910.779642292082
16035,6445.6859441716215
16029,4657.702030188245
16059,11834.26404853618
16083,4993.897054774254
16003,3546.0272664976656
16031,6683.837650772599
48229,11840.473641375955
50009,1744.7984633710917
29113,1658.8781799430494
29013,2205.3170614183127
29205,1300.907798211915
26115,1448.8194315290568
26125,2349.6314192278164
26099,1253.7723496498168
26103,4844.636355976267
18023,1049.5836537642751
48449,1102.4558085379626
72095,54.6186164965611
27053,1571.6061756217487
27071,8170.660788471199
27013,1982.9658055709122
27015,1601.3759075239893
27073,2015.087251753741
37053,745.995664177671
38017,4578.454953639954
37177,1060.781598398945
48395,2242.4307198572637
22013,2129.0692540720784
22037,1180.2520946223265
22053,1705.9721297832766
22039,1760.413211242743
22009,2242.0982636875665
38055,6029.306529698044
54093,1090.5909620513373
48501,2071.6006271245797
28161,1281.901442474572
16041,1729.2223249219214
50021,2446.2626910149756
51163,1553.9120951454593
51145,679.3278242111654
51035,1237.382800203594
51630,27.234469582252782
51005,1165.1138235496737
02070,49102.82345808496
02050,109930.60213706642
02185,233595.1824442699
02188,94036.63066650537
31117,2228.7445124121796
78030,79.99596756758379
23007,4515.333617275425
08037,4383.020410682699
08091,1404.5235982956174
08027,1916.078668581168
31103,2005.079019595216
08111,1005.5850178420557
02150,18349.406108712992
01101,2071.5028920320847
51063,988.8155294092846
51167,1233.9498888455173
51047,991.2019794857875
53041,6310.301400160467
51003,1880.2512771228696
13195,739.5997329094811
13039,1775.698668206181
13033,2162.8903535918766
13127,1205.8408122351564
13185,1322.1151585427647
13105,969.2755584283013
37165,830.3141172680083
19045,1839.4105211883457
19147,1474.9090887169066
18173,1012.7860075041689
18019,974.8971554633923
19063,1042.2630672561374
20081,1496.705802465879
21115,684.2064317759651
21155,898.3818598265985
17043,871.1987164375299
17153,525.9523995227208
17165,1002.120162156331
39049,1408.021237387213
06067,2575.437694919587
06073,11027.028124028157
06089,9964.648768216146
36045,3476.8656453087624
36105,2581.158367292802
36031,4963.571040148767
36107,1354.350167016757
48245,2552.9207647131243
48499,1801.9234500237014
48373,2873.7893197466674
48427,3183.6236206664275
48157,2292.6673232084127
48467,2226.400627214466
48465,8373.238873916987
48481,2834.2359035918735
48103,2035.401481195653
48035,2596.5697441153598
48127,3456.4373621754607
48175,2225.341508234664
40027,1444.9623003935578
40145,1530.1321009857302
40079,4165.525722690795
40067,2004.9472411767952
41041,2572.7027098709023
41033,4249.922218050423
41067,1882.0914820527105
06051,8109.772911546645
05075,1534.0816133511387
05057,1919.241914927497
05131,1409.7692795895607
06091,2491.7004900714946
16033,4569.330863486135
48007,750.9270129472201
48393,2393.3858287245707
48399,2738.148115486677
48015,1700.0342833191105
45003,2797.334470970685
45019,2651.338914653624
45041,2082.9759774134577
45077,1327.891224286359
45075,2921.364528420996
21229,780.0778068859142
47105,640.6221962332712
47157,2021.1033474980707
47025,1143.7484568338045
47121,561.154224123579
47063,455.1831874709746
47073,1294.1616889205663
46009,1506.166177457858
46057,1393.7013607833578
20101,1858.4503515098465
56013,23998.3084195878
54039,2359.2709111387917
54033,1078.7930074539195
54045,1179.866722783606
16049,22022.851634963445
12065,1587.240875469688
12007,778.2245020890194
29183,1534.4713796267074
29195,1986.2677817518236
29143,1805.028794240433
37017,2299.2067038891564
42127,1944.1496853284195
42133,2358.521774041358
42063,2161.1698878687466
44005,283.78658365684794
55057,2085.3536299236007
48001,2792.033804326073
48025,2280.1812621369745
48401,2430.9490179043178
48233,2318.232506482971
40133,1658.884494710139
41039,11964.825963527
05119,2090.987519009438
05139,2734.120906108845
05045,1719.9108279192155
