variable,state,state_fips,mean,std,min,max,trend_per_decade,n_counties
Rx5day,NH,33,103.46670867129907,6.871176394292201,88.29517412376329,116.9385455112191,0.6130078834213429,10
Rx5day,NJ,34,114.59076229820451,5.50464885095897,104.36063670564984,126.84208497342956,0.8578074793843358,21
Rx5day,NM,35,52.8885659079106,2.661642933678274,47.93460426457637,59.59763456012062,0.20545506173128827,33
Rx5day,NY,36,91.09724660053648,3.7278798151918373,81.94881602209477,98.80213561701275,0.7099364793107471,62
Rx5day,NC,37,127.80921992606609,5.337301481547078,118.62798981093522,137.2549817803929,1.3424030898250419,100
Rx5day,ND,38,66.86993465922946,3.073861604530882,60.86831017095804,73.58354437653877,0.16648272462591565,53
Rx5day,OH,39,88.76270103814308,3.8465714334953915,81.0926171373734,96.66898708775616,1.0777567503369478,88
Rx5day,OK,40,117.43716244374646,6.050779015288769,104.47864674167458,132.34833903414074,0.607282916920826,77
Rx5day,OR,41,94.4912503648135,4.518773371097393,84.17053541403632,103.85430970437933,1.0630720083431275,36
Rx5day,PA,42,97.71318153990497,4.370259077295992,88.24027599884545,107.83800763166458,0.6707694105159832,67
Rx5day,RI,44,117.27258936795137,6.9516479806059595,104.70856160613826,136.60208139613215,0.06288948252125447,5
Rx5day,SC,45,126.19869045227752,6.215033638463606,114.7806095935414,140.59727465175166,1.5212985103375427,46
Rx5day,SD,46,69.83416405564138,2.5800197064683417,63.22058651358706,74.99505174873815,0.20785787205979264,66
Rx5day,TN,47,131.07637204713535,5.862633513726452,118.00590933413179,142.81368555129163,1.5022534559596779,95
Rx5day,TX,48,108.61390400201807,5.3472227791949445,98.83621244890708,123.22703569657583,-0.2880308411690498,254
Rx5day,UT,49,44.750787732032215,2.5381101551400977,40.092951718645786,52.7596102061164,0.34848180601630263,29
Rx5day,VT,50,94.06796964212566,4.825657802628831,81.77079537313018,103.08267976000043,0.847153091130549,14
Rx5day,VA,51,111.39885589847918,4.684413541396629,99.87536914107288,121.08090824362323,0.8830553734326488,133
Rx5day,WA,53,109.77355283946929,4.352009947068026,97.92464055681056,117.62134544656902,1.0685703891925795,39
Rx5day,WV,54,92.70965243646712,4.1295656845814355,83.81330272856388,106.13678878654582,0.7062078450156339,55
