variable,state,mean,mean_zscore,trend,trend_zscore,is_mean_outlier,is_trend_outlier
TNn,CT,0.0,0.449089262448656,0.0,-4.564629685854609,False,True
TNn,FL,10.380588376942695,2.5436059763938115,0.2820528489938995,-1.932420556706921,True,False
TNx,CT,0.0,-3.0586264066222486,0.0,-4.510111554027914,True,True
TXn,CT,0.0,-2.015600595907841,0.0,-4.275134772792045,True,True
TXn,FL,23.059257817743887,2.472957185363674,0.28763579598682815,-1.3579141623258981,True,False
TXx,CT,0.0,-5.163246505244486,0.0,-3.803910864036473,True,True
